StoredProcedure|Path|LineNumber|Line
spBLItemUpdate|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\POSPurchase\Resources\handler\POSPurchaseCaseRetailingLogMSRP.ashx.cs|90762|cmdPOSTemp.CommandText = "spBLItemUpdatePriceFromRetailing";

spBLItemUpdatePrice|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\POSPurchase\Resources\handler\POSPurchaseCaseRetailingLogMSRP.ashx.cs|90863|cmdPOSTemp.CommandText = "spBLItemUpdatePriceFromRetailing";

spBLShipperDelete|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\POSPurchase\Resources\handler\POSPurchaseCaseShipperDelete.ashx.cs|10179|cmdTemp.CommandText = "[pur].[spBLShipperDelete]";

spINVIncrementForAllLinkedItem|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\POSPurchase\Resources\handler\PURRetailingLogDelete.ashx.cs|79586|cmdInvTemp.CommandText = "inv.spINVIncrementForAllLinkedItem";

spINVIncrementForAllLinkedItem|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\POSPurchase\Resources\handler\PURRetailingLogDelete.ashx.cs|97921|cmdTemp.CommandText = "inv.spINVIncrementForAllLinkedItem";

spINVIncrementForAllLinkedItem|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\POSPurchase\Resources\handler\PURRetailingLogDeleteAll.ashx.cs|65394|cmdInvTemp.CommandText = "inv.spINVIncrementForAllLinkedItem";

spDALMerchSalesCompare|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\POSReports\Resources\Handlers\MerchandiseComparison.ashx.cs|27669|cmdTemp.CommandText = "spDALMerchSalesCompare";

spDALMerchSalesCompare|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\POSReports\Resources\Handlers\MerchandiseComparison.ashx.cs|38964|cmdTemp.CommandText = "spDALMerchSalesCompare";

spBLUpdateCostBySalesItemID|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSAdvancedBulkUpdate.ashx.cs|66794|cmdTemp.CommandText = "[V10].[spBLUpdateCostBySalesItemID]";

spBLItemUpdate|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSAdvancedPriceChange.ashx.cs|108269|cmdTemp.CommandText = "[V10].[spBLItemUpdate]";

spBLItemUpdate|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSItemAddNewQuickSend.ashx.cs|12787|cmdTemp.CommandText = "[V10].[spBLItemUpdateQuickSend]";

spDALCostChanges|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSItemAddNewVerify.ashx.cs|71723|cmdTemp.CommandText = "spDALCostChangesUpdate";

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSItemDeleteStagging.ashx.cs|55643|cmdTemp.CommandText = "spBLPendingChangeCreateBatch";

spDALItemGroupDeleteNew|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSItemGroupDelete.ashx.cs|11195|cmdTemp.CommandText = "spDALItemGroupDeleteNew";

spDALItemGroupDetail|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSItemGroupDetail.ashx.cs|24658|cmdPriceChange.CommandText = "spDALItemGroupDetail";

spBLItemUpdate|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSPriceChange.ashx.cs|140948|cmdTemp.CommandText = "[V10].spBLItemUpdate";

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSPriceChangeStaging.ashx.cs|99113|cmdTemp.CommandText = "spBLPendingChangeCreateBatch";

spDALPromotionList|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSPromoDetails.ashx.cs|22951|cmdPriceChange.CommandText = "spDALPromotionListFind";

spDALPromoPendingChangeDelete|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSPromoPackStagging.ashx.cs|28675|cmdTemp.CommandText = "spDALPromoPendingChangeDelete";

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSPromoPackStagging.ashx.cs|53158|cmdTemp.CommandText = "spBLPendingChangeCreateBatch";

spDALPromoPendingChangeDelete|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSPromoStagging.ashx.cs|43340|cmdTemp.CommandText = "spDALPromoPendingChangeDelete";

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSPromoStagging.ashx.cs|84509|cmdTemp.CommandText = "spBLPendingChangeCreateBatch";

spBLPromoItemListFind|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\POSManagement\Resources\handler\POSSellingItemsSearch.ashx.cs|47578|cmdTemp.CommandText = "[V10].[spBLPromoItemListFindNew]";

spDALCigaretteReport|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Reports\CigaretteReportData.aspx.cs|15914|cmdTemp.CommandText = "spDALCigaretteReportWithPromo";

spDALCigaretteReport|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Reports\CigaretteReportData.aspx.cs|57307|cmdTemp.CommandText = "spDALCigaretteReportWithPromoCustom";

spDALCigaretteReportWithPromoCustom|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Reports\CigaretteReportData.aspx.cs|57325|cmdTemp.CommandText = "spDALCigaretteReportWithPromoCustom";

spDALCigaretteReport|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Reports\CigaretteReportData.aspx.cs|104964|cmdTemp.CommandText = "spDALCigaretteReportWithPromoRJR";

spBLItemReportProgram|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Reports\ItemReportingProgramReportData.aspx.cs|20209|cmdTemp.CommandText = "spBLItemReportProgramPOSCodes";

spBLItemReportProgramPOSCodes|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Reports\ItemReportingProgramReportData.aspx.cs|20210|cmdTemp.CommandText = "spBLItemReportProgramPOSCodes";

spBLItemReportProgram|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Reports\ItemReportingProgramReportData.aspx.cs|29669|cmdTemp.CommandText = "spBLItemReportProgramSettings";

spBLItemReportProgramSettings|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Reports\ItemReportingProgramReportData.aspx.cs|29671|cmdTemp.CommandText = "spBLItemReportProgramSettings";

spRptConsignmentFuel|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Reports\RptConsignmentFuelReport.aspx.cs|14109|cmdTemp.CommandText = "[V10].[spRptConsignmentFuelStoreList]";

spDALGetSalesData|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Reports\Resources\Class\Amcon.cs|9362|cmdTemp.CommandText = "dbo.spDALGetSalesData";

spBLProfitWithdrawerUpdate|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Settings\Resources\Handler\ManageDrawersAddUpdate.ashx.cs|128032|cmdAddData.CommandText = "[V10].[spBLProfitWithdrawerUpdate]";

spBLProfitWithdrawerUpdate|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Settings\Resources\Handler\ManageDrawersAddUpdate.ashx.cs|146934|cmdCashDrawerTemp.CommandText = "[V10].[spBLProfitWithdrawerUpdate]";

spBLProfitWithdrawerDelete|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Settings\Resources\Handler\ManageDrawersDelete.ashx.cs|15833|cmdDeleteCstore.CommandText = "[V10].[spBLProfitWithdrawerDelete]";

spBLProfitWithdrawerDelete|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Settings\Resources\Handler\ManageDrawersDelete.ashx.cs|34639|cmdCSPPOS.CommandText = "spBLProfitWithdrawerDelete";

spBLProfitWithdrawerUpdate|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Settings\Resources\Handler\ManageDrawersDelete.ashx.cs|48502|cmdCSPPOS.CommandText = "spBLProfitWithdrawerUpdate";

spBLLoanAccountDelete|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Settings\Resources\Handler\ManageLoanAccountsDelete.ashx.cs|15448|cmdDeleteCstore.CommandText = "[V10].[spBLLoanAccountDelete]";

spBLLoanAccountDelete|C:\CSPData\Development\Rocket\Web\CSPWeb\Content\Settings\Resources\Handler\ManageLoanAccountsDelete.ashx.cs|32155|cmdCSPPOS.CommandText = "spBLLoanAccountDelete";

spBLCustomerCreditAccountSync|C:\CSPData\Development\Rocket\Web\Foundation\Security\AccountManagement.cs|1643307|cmdPOSTemp.CommandText = "spBLCustomerCreditAccountSync";

spBLCustomerCreditAccountSync|C:\CSPData\Development\Rocket\Web\Office\Content\Store\Resources\classes\POSCStoreProSync.cs|465380|cmdPOSTemp.CommandText = "spBLCustomerCreditAccountSync";

spAdminCopyDept|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyDept.sql|1904|CREATE PROCEDURE [adm].[spAdminCopyDept]

spAdminStoreCleanup|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyItemsWithSales.sql|12073|EXEC [adm].[spAdminStoreCleanup]

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyItemsWithSales.sql|71627|EXEC	[adm].[spAdminReBatchPendingChanges]

spBLPendingChangeBatchDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyItemsWithSales.sql|75501|EXEC spBLPendingChangeBatchDelete 

spAdminCopyDept|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyItemsWithSales.sql|87555|+ '. Please call the Method ([adm].[spAdminCopyDept]) to sync departsments first. '

spAdminCopyTax|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyItemsWithSales.sql|90469|+ '. Please call the Method ([adm].[spAdminCopyTax]) to sync taxgroups first. '

spAdminCopyPricebook|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebook.sql|1913|CREATE PROCEDURE [adm].[spAdminCopyPricebook]

spAdminStoreCleanup|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebook.sql|12127|EXEC [adm].[spAdminStoreCleanup]

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebook.sql|68852|EXEC	[adm].[spAdminReBatchPendingChanges]

spBLPendingChangeBatchDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebook.sql|72778|EXEC spBLPendingChangeBatchDelete 

spAdminCopyDept|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebook.sql|84838|+ '. Please call the Method ([adm].[spAdminCopyDept]) to sync departsments first. '

spAdminCopyTax|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebook.sql|87757|+ '. Please call the Method ([adm].[spAdminCopyTax]) to sync taxgroups first. '

spAdminCopyPricebook|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebookTemp.sql|1903|CREATE PROCEDURE [adm].[spAdminCopyPricebookTemp]

spAdminStoreCleanup|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebookTemp.sql|12125|EXEC [adm].[spAdminStoreCleanup]

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebookTemp.sql|71011|EXEC	[adm].[spAdminReBatchPendingChanges]

spBLPendingChangeBatchDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebookTemp.sql|74920|EXEC spBLPendingChangeBatchDelete 

spAdminCopyDept|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebookTemp.sql|87025|+ '. Please call the Method ([adm].[spAdminCopyDept]) to sync departsments first. '

spAdminCopyTax|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPricebookTemp.sql|89937|+ '. Please call the Method ([adm].[spAdminCopyTax]) to sync taxgroups first. '

spBLPendingChangeBatchDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyPromoList.sql|40176|EXEC spBLPendingChangeBatchDelete 

spAdminCopyTax|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCopyTax.sql|1916|CREATE PROCEDURE [adm].[spAdminCopyTax]

spBLCPBAddNewItem|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminCOVendorPricebook.sql|59074|EXEC [V10].spBLCPBAddNewItem @OutStatus = @intStatus OUTPUT 

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminReBatchPendingChanges.sql|1918|CREATE PROCEDURE [adm].[spAdminReBatchPendingChanges]

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminReBatchPendingChanges.sql|26314|EXEC dbo.spBLPendingChangeCreateBatch @intStatus OUT	 

spAdminReBatchPricebook|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminReBatchPricebook.sql|1910|CREATE PROCEDURE [adm].[spAdminReBatchPricebook]

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminReBatchPricebook.sql|36496|EXEC	[adm].[spAdminReBatchPendingChanges]

spAdminReBatchPricebook|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminReBatchPricebookModifiers.sql|1904|CREATE PROCEDURE [adm].[spAdminReBatchPricebookModifiers]

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminReBatchPricebookModifiers.sql|36436|EXEC	[adm].[spAdminReBatchPendingChanges]

spAdminStoreCleanup|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spAdminStoreCleanup.sql|1923|CREATE PROCEDURE [adm].[spAdminStoreCleanup]

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spBLItemUpdatePrice.sql|4058|CREATE PROCEDURE [adm].[spBLItemUpdatePrice]

spBLItemUpdatePrice|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\adm.spBLItemUpdatePrice.sql|4152|CREATE PROCEDURE [adm].[spBLItemUpdatePrice]

spAdminCleanUpBatches|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCleanUpBatches.sql|1905|CREATE PROCEDURE [dbo].[spAdminCleanUpBatches]

spAdminCleanupErrorItems|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCleanupErrorItems.sql|1908|CREATE PROCEDURE [dbo].[spAdminCleanupErrorItems]

spAdminCopyDept|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyDept.sql|1892|CREATE PROCEDURE [dbo].[spAdminCopyDept]

spAdminCopyPBFromMasterToChildTest|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPBFromMasterToChildTest.sql|1912|CREATE PROCEDURE [dbo].[spAdminCopyPBFromMasterToChildTest]

spAdminCopyPricebook|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebook.sql|1913|CREATE PROCEDURE [dbo].[spAdminCopyPricebook]

spAdminStoreCleanup|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebook.sql|12131|EXEC dbo.[spAdminStoreCleanup]

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebook.sql|67874|EXEC	dbo.[spAdminReBatchPendingChanges]

spBLPendingChangeBatchDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebook.sql|71790|--	EXEC spBLPendingChangeBatchDelete 

spAdminCopyDept|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebook.sql|83850|+ '. Please call the Method ([adm].[spAdminCopyDept]) to sync departsments first. '

spAdminCopyTax|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebook.sql|86782|+ '. Please call the Method ([adm].[spAdminCopyTax]) to sync taxgroups first. '

spAdminCopyPricebook|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebookFromChildToMaster.sql|1913|CREATE PROCEDURE [dbo].[spAdminCopyPricebookFromChildToMaster]

spAdminCopyPricebookFromChildToMaster|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebookFromChildToMaster.sql|1914|CREATE PROCEDURE [dbo].[spAdminCopyPricebookFromChildToMaster]

spAdminCopyPricebook|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebookFromChildToMasterTest.sql|1907|CREATE PROCEDURE [dbo].[spAdminCopyPricebookFromChildToMasterTest]

spAdminCopyPricebookFromChildToMaster|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebookFromChildToMasterTest.sql|1908|CREATE PROCEDURE [dbo].[spAdminCopyPricebookFromChildToMasterTest]

spAdminCopyPricebookFromChildToMasterTest|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyPricebookFromChildToMasterTest.sql|1909|CREATE PROCEDURE [dbo].[spAdminCopyPricebookFromChildToMasterTest]

spAdminCopyTax|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminCopyTax.sql|1909|CREATE PROCEDURE [dbo].[spAdminCopyTax]

spAdminMigrateFromTempToDefaultStore|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminMigrateFromTempToDefaultStore.sql|3381|CREATE PROCEDURE [dbo].[spAdminMigrateFromTempToDefaultStore]

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminReBatchPendingChanges.sql|1918|CREATE PROCEDURE [dbo].[spAdminReBatchPendingChanges]

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminReBatchPendingChanges.sql|25936|EXEC dbo.spBLPendingChangeCreateBatch @intStatus OUT	 

spAdminReBatchPricebook|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminReBatchPricebook.sql|1919|CREATE PROCEDURE [dbo].[spAdminReBatchPricebook]

spAdminResendMissingItemsFromHistory|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminResendMissingItemsFromHistory.sql|1920|CREATE PROCEDURE [dbo].[spAdminResendMissingItemsFromHistory]

spAdminResendMissingItemsFromISM|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminResendMissingItemsFromISM.sql|2278|CREATE PROCEDURE [dbo].[spAdminResendMissingItemsFromISM]

spAdminCleanUpBatches|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminResendMissingItemsFromISM.sql|15019|SELECT	'EXEC	[dbo].spAdminCleanUpBatches ' + convert(nvarchar, @InStoreID) 

spAdminResendPastBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminResendPastBatch.sql|1921|CREATE PROCEDURE [dbo].[spAdminResendPastBatch]

spAdminStoreCleanup|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminStoreCleanup.sql|1923|CREATE PROCEDURE [dbo].[spAdminStoreCleanup]

spAdminStoreEngagement|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminStoreEngagement.sql|3363|CREATE PROCEDURE [dbo].[spAdminStoreEngagement]

spAdminUpdatePriceFromHistory|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminUpdatePriceFromHistory.sql|2291|CREATE PROCEDURE [dbo].[spAdminUpdatePriceFromHistory]

spAdminCleanUpBatches|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spAdminUpdatePriceFromHistory.sql|15771|SELECT	'EXEC	[dbo].spAdminCleanUpBatches ' + convert(nvarchar, @InStoreID) 

spBLAutoSyncGas|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLAutoSyncGas.sql|3392|CREATE PROCEDURE [dbo].[spBLAutoSyncGas]

spBLAutoSyncIndividualItem|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLAutoSyncIndividualItem.sql|1563|CREATE PROCEDURE [dbo].[spBLAutoSyncIndividualItem]

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLAutoSyncIndividualItem.sql|48556|EXEC dbo.spBLPendingChangeCreateBatch @intStatus	OUT	 

spBLPendingChangeBatchDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLAutoSyncIndividualItem.sql|52869|EXEC spBLPendingChangeBatchDelete @intStatus OUT,@vcMessage OUT , @OutErrorID out, @InStoreID, @intItemID, ','

spBLBulkEDIFileDetails|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLBulkEDIFileDetails.sql|1543|CREATE PROCEDURE [dbo].[spBLBulkEDIFileDetails] 

spBLPURStoreAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLBulkEDIFileDetails.sql|87524|EXEC spBLPURStoreAddNew @isSuccessful OUT

spBLBulkEDIFileDetails|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLBulkEDIFileDetails.sql|132702|, 'spBLBulkEDIFileDetails'

spBLBulkEDIGetDetails|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLBulkEDIGetDetails.sql|1568|CREATE PROCEDURE [dbo].[spBLBulkEDIGetDetails] 

spBLBulkEDIGetDetails|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLBulkEDIGetDetailsInBatches.sql|2263|CREATE PROCEDURE [dbo].[spBLBulkEDIGetDetailsInBatches] 

spBLBulkEDIGetDetailsInBatches|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLBulkEDIGetDetailsInBatches.sql|2264|CREATE PROCEDURE [dbo].[spBLBulkEDIGetDetailsInBatches] 

spBLBulkFileDetailsGlobal|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLBulkFileDetailsGlobal.sql|1570|CREATE PROCEDURE [dbo].[spBLBulkFileDetailsGlobal] 

spBLCPBAddNewItem|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLCPBAddNewItem.sql|1555|CREATE PROCEDURE [dbo].[spBLCPBAddNewItem]

spBOItemAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLCPBAddNewItem.sql|27431|EXEC dbo.spBOItemAddNewWeb @OutStatus =@intStatus OUT, -- smallint

spBOItemAddNewWeb|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLCPBAddNewItem.sql|27439|EXEC dbo.spBOItemAddNewWeb @OutStatus =@intStatus OUT, -- smallint

spBLPendingChangeBatchDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLCPBAddNewItem.sql|47371|EXEC spBLPendingChangeBatchDelete @intStatus OUT,@strMessage OUT , @OutErrorID out, @InStoreID, @intItemID, ','

spBLCPBCopyPromotions|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBLCPBCopyPromotions.sql|1574|CREATE PROCEDURE [dbo].[spBLCPBCopyPromotions]
